Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-01-01,189.99981689453125,190.8771706719807,189.0903658533578,189.65744608147511,2963643
2015-01-02,189.49696350097656,191.74384359783576,189.2294862778373,190.04263132067854,7331366
2015-01-05,187.42129516601562,190.64182113123576,187.04681274503676,189.37928570332087,10103941
2015-01-06,178.9152374267578,186.81139240746566,178.03788369901343,186.16943288485805,18627980
2015-01-07,182.80982971191406,183.77277619196656,179.1078453068099,179.12924348261123,20720312
2015-01-08,180.1884765625,184.650124649003,179.78189694949202,184.05094717483541,19872227
2015-01-09,184.09375,184.457533275433,180.81974337459295,181.54729564096232,13392787
2015-01-12,181.95387268066406,184.24354889589054,180.0921885470929,184.13655801772492,10100113
2015-01-13,180.42384338378906,182.94889929466348,179.85677749808573,182.53162062437363,9948711
2015-01-14,178.66917419433594,181.24772588423613,177.86671400685174,180.39177025551925,11380041
2015-01-15,184.93898010253906,186.40479779837128,179.74978033395087,179.74978033395087,16927085
2015-01-16,186.10520935058594,187.23934099678428,182.32831784581143,184.02951531510897,19136963
2015-01-19,188.23440551757812,189.5932181135974,183.76205866343602,186.21222096929463,13339962
2015-01-20,193.2417449951172,193.77671368739692,188.0632291983135,188.6303094395571,13361320
2015-01-21,194.03346252441406,195.0285061417366,190.88784537432815,193.6589944954715,17084297
2015-01-22,189.1117706298828,194.12978549981565,188.20231962566118,193.69110862891478,23721627
2015-01-23,189.78582763671875,192.11828584647952,187.66735117666227,190.44918534529805,18080494
2015-01-27,190.2458953857422,191.88289856167683,188.41629435796523,191.06973937499922,17939876
2015-01-28,194.0548858642578,194.68616062104832,189.6146358133495,189.6146358133495,19298126
2015-01-29,198.88031005859375,199.97164555622763,194.06557782256655,194.10837417270935,36117653
2015-01-30,195.85238647460938,199.2761945456081,194.51495765255618,199.00870306739893,21746801
2015-02-02,194.31167602539062,196.84743125784271,193.80880461402253,196.0235729278048,19302710
2015-02-03,200.63499450683594,201.3304494012705,195.413683259693,195.413683259693,17092333
2015-02-04,198.75189208984375,201.96170359050487,198.1313308185683,200.95596093949177,14072894
2015-02-05,197.6605987548828,201.12718905570785,196.35526713457438,200.2926458875079,12365643
2015-02-06,194.7075653076172,199.00871307477848,193.23104827058498,197.7461920879739,9045844
2015-02-09,191.88287353515625,196.44081259501706,190.87713091230677,192.8458198152882,8839692
2015-02-10,188.73728942871094,193.55200738136162,184.30773862743516,192.1610974324046,13651008
2015-02-11,192.73886108398438,193.60551573745482,188.95126984622166,189.5932293784795,9781008
2015-02-12,194.54705810546875,195.57419911515908,189.86072903431875,194.30097908321838,8709626
2015-02-13,196.33384704589844,197.04000107625566,194.52564419502826,195.58488238281177,7393680
2015-02-16,193.18824768066406,197.76758592734356,192.58907018076474,196.59064338814545,12266698
2015-02-18,192.942138671875,194.30096559739172,191.3907281770942,192.58905451039527,9835036
2015-02-19,193.02772521972656,194.21536671250524,189.92490432901656,194.07626429908387,9550637
2015-02-20,186.83279418945312,191.73311911328037,186.44761275465314,191.57261851615772,18717199
2015-02-23,182.199951171875,187.61384629636035,181.26910203852032,186.15872761812142,14104463
2015-02-24,180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218
2015-02-25,180.42384338378906,183.2805852704313,179.97446745305348,181.63288304739757,15274116
2015-02-26,180.17779541015625,181.8896924488369,179.0222509816617,181.05513496456265,21459750
2015-02-27,183.0772705078125,184.2435137105876,180.73411358547634,181.3653739305971,18659378
2015-03-02,184.93898010253906,187.3463459741244,183.07728192391377,185.9554218833757,14579511
2015-03-03,192.76023864746094,193.9692639704592,185.61304900366935,185.95541976586668,20636925
2015-03-04,189.98910522460938,194.6540500885291,188.32000476800712,193.87298815397747,14476047
2015-03-05,189.3685302734375,192.32156383523963,187.91341166539758,190.98413517793585,10716702
2015-03-09,186.09451293945312,190.8236520656184,184.91758484346377,189.40063069312518,14065391
2015-03-10,183.84765625,187.41055224966092,183.04519614763234,185.94473446187305,15234060
2015-03-11,183.1629180908203,186.08384057706047,182.40325426348716,184.2328554743766,11635873
2015-03-12,184.8427276611328,185.61309061777965,183.0880199734915,183.60160480092114,11782380
2015-03-13,181.91107177734375,186.08383019735746,181.24771406482,185.95544114677145,12936157
2015-03-16,180.19918823242188,182.73494359136333,179.8140067677036,182.21067397823188,13839990
2015-03-17,183.35548400878906,184.00814260727708,179.96377340198245,182.00735617885903,19070082
2015-03-18,185.88055419921875,186.65091709935052,182.89542295907717,183.38759528846785,9269885
2015-03-19,183.20571899414062,187.60315860719794,182.7670420847766,187.35707957373606,13934612
2015-03-20,182.76702880859375,184.27564301850518,181.59008631534266,183.5801737532895,10405717
2015-03-23,180.1670684814453,184.88549441073982,179.34321021313397,183.28058850662916,13251683
2015-03-24,181.45098876953125,182.8098156821211,180.19916701223235,180.19916701223235,9238431
2015-03-25,180.79833984375,181.78268447671076,179.9637824379149,181.67569360019246,10264941
2015-03-26,177.46014404296875,181.72920904653154,176.3474102356759,179.98520042928607,20621346
2015-03-27,173.69393920898438,178.6798567145218,171.50055489934067,178.4444625104279,23326922
2015-03-30,173.4906463623047,174.97786237927156,170.43062162831464,174.74248245411664,17330588
2015-03-31,176.75396728515625,178.23048420828187,175.04205615338952,175.04205615338952,20235395
2015-04-01,178.904541015625,179.53580146037353,173.99351702564954,176.51857308913966,14588531
2015-04-06,176.46507263183594,179.32181460987394,175.7696176820999,178.89383683907658,12334096
2015-04-07,178.21981811523438,178.91527321345652,176.76469909764015,176.76469909764015,21275454
2015-04-08,185.29209899902344,186.0624476517458,178.23050064066481,178.35888970203567,24821205
2015-04-09,191.54052734375,192.37508476493576,183.77277529820066,185.20649592340592,27276420
2015-04-10,193.5198974609375,194.47214475854375,190.25659026826017,191.50841199734114,25323219
2015-04-13,197.40377807617188,197.88525126306965,192.32156903919247,194.04416485460746,20177342
2015-04-15,197.64987182617188,201.0629662049741,194.12977229541912,197.08279165966744,22231264
2015-04-16,198.65562438964844,200.72060537180948,196.65483793114063,197.83176610044086,20177302
2015-04-17,198.33465576171875,202.06873755641382,197.4252046905088,200.08934909007345,23958678
2015-04-20,189.51832580566406,200.6028940933549,187.98831352542373,200.57079683265377,37628162
2015-04-21,187.5496368408203,191.6261175138616,186.69369560355148,190.48127236104125,17707007
2015-04-22,188.2558135986328,189.75372868672946,185.52746060719113,188.71588864090145,14761313
2015-04-23,187.6780548095703,190.32080090490365,185.9661436324908,189.13317359628937,13337818
2015-04-24,188.07391357421875,189.261555120083,185.88054353589987,187.66734825610772,12709854
2015-04-27,187.30355834960938,189.91420698512152,186.47970008634118,188.3200001777737,11042925
2015-04-28,185.14230346679688,188.73729701561393,183.71928191352632,187.1751873187558,14687371
2015-04-29,181.88967895507812,186.28713262752606,181.33331210166938,184.4575314648479,16387960
2015-04-30,184.5324249267578,185.29208873344288,181.45100191759124,181.88967880413526,34802149
2015-05-04,190.65249633789062,191.28375683052093,184.13656588090103,185.35629051306788,15078502
2015-05-05,190.90927124023438,192.97425238020904,189.40065696560288,191.24095725562034,17846755
2015-05-06,188.36280822753906,191.8936071281178,186.59740163500163,190.449187448177,22438208
2015-05-07,186.32992553710938,187.977627891172,184.0295502664244,187.23937655771732,16735535
2015-05-08,192.78367614746094,193.66124989777606,186.586519390773,188.73168681201602,17104443
2015-05-11,194.1379852294922,194.8963718784379,191.4185924669083,193.46625522287323,14214007
2015-05-12,188.23330688476562,193.91042241484035,187.4640864930345,193.91042241484035,16650201
2015-05-13,191.7869415283203,192.55617645946668,185.7414588105762,189.24090567753933,16701434
2015-05-14,190.2918243408203,192.02530419974357,188.58002672137943,191.98195418524813,12329713
2015-05-15,189.3708953857422,192.1877926328846,188.53667166955964,191.09354117897246,8331715
2015-05-18,193.18455505371094,193.71542999490362,188.99172496056983,189.57676933816288,9847540
2015-05-19,194.05130004882812,196.04479321846367,192.11197631701208,193.11955678939376,14513036
2015-05-20,196.9331817626953,197.3990533812929,194.51715257126492,195.10221141468998,8708891
2015-05-21,194.31129455566406,198.35244994187525,193.7370841058482,197.45320843211144,10759523
2015-05-22,195.84979248046875,196.2289930555673,194.36550631117098,194.36550631117098,8349048
2015-05-25,193.82373046875,196.7489662416578,193.35785894353288,195.01548676239415,6617337
2015-05-26,191.67861938476562,194.14881823966394,191.26691716487085,193.93212600918073,9510249
2015-05-27,191.8302459716797,193.04368455208794,190.72516071172103,191.9819203700557,8078236
2015-05-28,189.77175903320312,193.76957872815927,188.94835475895533,191.94942800170307,26538868
2015-05-29,190.0318145751953,192.07947720989407,189.18674240502867,190.6601945267315,29277517
2015-06-01,195.50308227539062,196.0773072815315,190.24850182989252,190.6818718243253,19594976
2015-06-02,194.72299194335938,199.0891638182213,193.162868929824,196.26144718439295,20178960
2015-06-03,194.22463989257812,197.2798829353339,192.52367617228163,194.7988503909652,15546279
2015-06-04,197.76742553710938,198.5258121341296,193.4012386509135,195.92560678589402,15931395
2015-06-05,196.69483947753906,198.68833263238542,195.97977397468765,197.16071110380008,13066337
2015-06-08,191.86276245117188,197.18235980003936,191.353555324246,196.4889621392459,10846953
2015-06-09,191.48358154296875,192.9895207266513,190.10763453551544,191.45106541832612,9153355
2015-06-10,196.2722930908203,197.16070074673922,191.7652659542079,191.98194369249617,13509379
2015-06-11,190.06431579589844,197.0740436292606,189.30591472916151,196.31564256252366,14676438
2015-06-12,192.81619262695312,193.43373867985483,190.30265840081162,190.4651811780263,21543824
2015-06-15,195.3947296142578,196.09896122972717,192.84869373291542,193.91044363539274,12858570
2015-06-16,195.87144470214844,196.09897081492593,193.5421009211202,194.7988608597588,13929305
2015-06-17,201.77606201171875,204.1920910592102,193.71541890528601,196.10978017945774,26232634
2015-06-18,212.1227264404297,212.78360803283346,202.0577558092228,202.068589696566,49366799
2015-06-19,215.95803833007812,218.0707042204091,212.8919614243679,212.8919614243679,45710935
2015-06-22,214.8854522705078,218.56907518026225,213.75868460509787,216.02303935867965,19394187
